Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site,Release_Date_Formatted,release years,Netflix release years,Netflix Release Years
Mr. Beans Holiday,"Comedy, Family","Family Features,Slapstick Comedies,Family Comedies,British Films,Children & Family Films,Films for ages 8 to 10,Comedies,Films for ages 11 to 12","English, French, Spanish, Russian",Movie,2.9,"Mexico,Hong Kong,Japan,Switzerland,Thailand,United Kingdom,Brazil,Netherlands,Spain,South Africa,Portugal,Italy,Australia,Singapore,Argentina,Malaysia,Belgium,Colombia",1-2 hour,Steve Bendelack,"Simon McBurney, Robin Driscoll, Hamish McColl, Rowan Atkinson, Richard Curtis","Lily Atkinson, Preston Nyman, Rowan Atkinson, Steve Pemberton",G,6.4,51.0,56.0,No Awards,2.0,33302167.0,2007-08-24,2015-04-14,"Working Title Films, Tiger Aspect Pictures, Universal Pictures",https://www.netflix.com/watch/70060002,https://www.imdb.com/title/tt0453451,"The hapless Mr. Bean takes a vacation on the French Riviera, where he becomes ensnared in an accidental kidnapping and a case of mistaken identity.",116272.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYZZTaJo6i3wYsKGQ63T3OSQf47ZuMAMpyGMS8T18mbuLkQ4kOHiEcGjO04BubU4dUsa3aZ9xPFuwY161PwmM-F_ZQ.jpg?r=494,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NzQ1Mzc4M15BMl5BanBnXkFtZTcwNTk3NjA1MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ZV_HYwmEi_k,YouTube,08-24-2007,2007,2015,2015
Mud,Drama,"Independent Dramas,Dramas,Independent Films",English,Movie,4.1,United States,> 2 hrs,Jeff Nichols,Jeff Nichols,"Jacob Lofland, Matthew McConaughey, Reese Witherspoon, Tye Sheridan",PG-13,7.4,97.0,76.0,15.0,39.0,21590086.0,2013-05-10,2015-04-14,"Brace Cove, FilmNation",https://www.netflix.com/watch/70242564,https://www.imdb.com/title/tt1935179,"Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters.",168907.0,http://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV6FAbD2CBH43QNAwDbU7Iv_tSsUKDMTtcb7cCJ4HBHW_kggk9jHtzhw5tyUGSRVzC_DroM53pO2BYDZs7sofpDKJA.jpg?r=1d5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=DTEDfEhKwLo,YouTube,05-10-2013,2013,2015,2015
November Man,"Action, Thriller","Action Thrillers,Spy Action & Adventure,Action & Adventure,Crime Action & Adventure,Mysteries,Crime Movies,Movies Based on Books,US Movies","English, Russian",Movie,2.3,"Romania,Hungary,Hong Kong,Belgium,Canada,Thailand,Czech Republic,India,Slovakia,Malaysia,Turkey",1-2 hour,Roger Donaldson,"Bill Granger, Michael Finch, Karl Gajdusek","Olga Kurylenko, Pierce Brosnan, Luke Bracey, Bill Smitrovich",R,6.3,36.0,38.0,No Awards,Not nominated,25018119.0,2014-08-27,2015-04-14,"Irish DreamTime, Das Films",https://www.netflix.com/watch/80000438,https://www.imdb.com/title/tt2402157,"An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies.",63683.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQeqb6QSSKmWPNCb1D03ltaVn-5o9tkIFvxQB6ee0jodAnhc646rS6Yo2r8MMIy-TYau8wBrCTmS1E04HhmZDIWPQQ.jpg?r=b8e,https://images-na.ssl-images-amazon.com/images/M/MV5BNTkzMDk5NjUxNV5BMl5BanBnXkFtZTgwMzMwOTMyMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=-m8V7G7e7gw,YouTube,08-27-2014,2014,2015,2015
Love Story,"Drama, Romance","Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Tearjerkers,Classic Movies,Golden Globe Award-Winning Films,Romantic Favorites,Classic Dramas,Award-winning Dramas,Classic Romantic Films",English,Movie,3.7,"Iceland,Italy,Sweden,Poland,Greece,Portugal,Czech Republic,South Korea,Hungary,Spain,Turkey",< 30 minutes,Arthur Hiller,Erich Segal,"Ali MacGraw, John Marley, Ryan O'Neal, Ray Milland",PG,6.9,67.0,84.0,10.0,16.0,106550690.0,1970-12-16,2015-04-14,Paramount Pictures,https://www.netflix.com/watch/60020297,https://www.imdb.com/title/tt0066011,"Privileged Harvard jock Oliver sparks the anger of his steely, demanding father by falling in love with and marrying a plebeian Radcliffe student.",31237.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABevRWcD2MBf7l27UJOZ_OUVA2RbYnUCbntBBhF96wXNVjx8oyN4yirVohjyHgpUEO4i3d9P7KZ-eqYhhKMDTmxYxAQ.jpg?r=3d5,http://ia.media-imdb.com/images/M/MV5BMTI0NzEwMDYwM15BMl5BanBnXkFtZTcwMzkyNDgxMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Z0F7YkdLkEQ,YouTube,12-16-1970,1970,2015,2015
Labyrinth,"Adventure, Family, Fantasy, Musical","Family Adventures,Family Features,Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12,Cult Films,Family Sci-Fi & Fantasy,Action & Adventure,Sci-Fi & Fantasy,Cult Sci-Fi & Fantasy,Adventures,Fantasy Movies",English,Movie,3.3,"United Kingdom,Lithuania,Hungary,Czech Republic,Poland",1-2 hour,Jim Henson,"Terry Jones, Jim Henson, Dennis Lee","Shelley Thompson, David Bowie, Jennifer Connelly, Toby Froud",PG,7.4,72.0,50.0,No Awards,4.0,13723253.0,1986-06-27,2015-04-14,"Lucasfilm Ltd., TriStar Pictures",https://www.netflix.com/watch/680020,https://www.imdb.com/title/tt0091369,"In Jim Hensons fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",124546.0,http://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYD1bfo6UYuelLcb1LytWlogrUUSiU2cjNRPfnb89W8Z-B6faA7EVr1H4lG1-JOFMLes78YcSBGAX24gIG8bjwfFHg.jpg?r=a89,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=O2yd4em1I6M,YouTube,06-27-1986,1986,2015,2015
The Last Stand,"Action, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Movies",English,Movie,3.0,"United Kingdom,Canada,Sweden",1-2 hour,Jee-woon Kim,Andrew Knauer,"Richard Dillard, Titos Menchaca, Arron Shiver, Arnold Schwarzenegger",R,6.3,61.0,54.0,1.0,2.0,12050299.0,2013-01-18,2015-04-14,"Lionsgate Films, Di Bonaventura Pictures",https://www.netflix.com/watch/70242804,https://www.imdb.com/title/tt1549920,The sheriff of a sleepy border town finds his quiet life interrupted when a drug boss escapes FBI custody and flees straight toward his town.,133396.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQxeGdA_F5wkVzOCKa4Sw0hXMdQPhy80fLkMCfeVJkyRvgAUeCEw5e2O0GxZeW5nbWBZoJxvmgLM9tt2Tqrs50cC9Q.jpg?r=0c6,https://images-na.ssl-images-amazon.com/images/M/MV5BODc4NjI0OTYwNl5BMl5BanBnXkFtZTcwOTYwODQ3OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=k1wCAsZ9Jb0,YouTube,01-18-2013,2013,2015,2015
The Longest Yard,"Comedy, Crime, Sport","Football Films,Sports Comedies,Comedies,Late Night Comedies,Sports Films,US Movies",English,Movie,2.4,"Belgium,Spain,Italy,Greece,Sweden,Mexico,Argentina,Brazil,Colombia",1-2 hour,Peter Segal,"Sheldon Turner, Tracy Keenan Wynn, Albert S. Ruddy","Nelly, Adam Sandler, Chris Rock, Burt Reynolds",PG-13,6.4,31.0,48.0,3.0,17.0,158119460.0,2005-05-27,2015-04-14,"Paramount Pictures, Happy Madison Productions, MTV Films",https://www.netflix.com/watch/70021637,https://www.imdb.com/title/tt0398165,"While doing time, a professional quarterback persuades a fellow convict and former coach to prepare a group of inmates for a game against the guards.",163224.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVUH83aeYgnrlbNQaZ1t1EoKTCycvdtAm56vjIhATuwMZHIwLX2n72qWMzaWmq9q_4ybSlpMOYLgErwTN30QI2iNxg.jpg?r=b17,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTQyNDk2NV5BMl5BanBnXkFtZTcwOTE2OTQzMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Cl--Ye9pmAQ,YouTube,05-27-2005,2005,2015,2015
Leprechaun,"Comedy, Fantasy, Horror","Horror Films,Cult Horror Films,Creature Features,Monster Films,Supernatural Horror Films,Cult Films,Comedies,Horror Comedies",English,Movie,1.4,"Hungary,Czech Republic",1-2 hour,Mark Jones,Mark Jones,"Mark Holton, Jennifer Aniston, Ken Olandt, Warwick Davis",R,4.8,21.0,17.0,1.0,1.0,8556940.0,1993-01-08,2015-04-14,Trimark Pictures,https://www.netflix.com/watch/695077,https://www.imdb.com/title/tt0107387,A father and daughters move to a new home is anything but lucky when they find that a murderous 600-year-old leprechaun is living in their basement.,23744.0,http://occ-1-993-988.1.nflxso.net/art/4337e/6fb67c715ba3e74cfe2b3eca61f707e4aba4337e.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjViNGJiMDMtNDQwNy00MzE1LTg2MDYtZDg3MWJiMDdiMDYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=pJ_TYkEyNIc,YouTube,01-08-1993,1993,2015,2015
The Unknown Known,"Documentary, Biography, History, War","Historical Documentaries,Political Documentaries,Biographical Documentaries,Documentaries,Documentary Films",English,Movie,6.7,United States,1-2 hour,Errol Morris,Errol Morris,"Donald Rumsfeld, Errol Morris",PG-13,7.1,82.0,69.0,2.0,9.0,276497.0,2014-01-16,2015-04-14,Moxie Pictures,https://www.netflix.com/watch/70292939,https://www.imdb.com/title/tt2390962,"Donald Rumsfeld reviews his long political career, from his time in Congress to serving as secretary of defense under Gerald Ford and George W. Bush.",3935.0,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe9vh2RBwQWhl_iy8LBbMLbMp5HB6aghcZvb4tGQN39hGSe8HMKYfrpNfoSCd2MngP214kdFtdi2HcFE7UXgwsOAkg.jpg?r=7a2,http://ia.media-imdb.com/images/M/MV5BMTg0NDIwOTc2Ml5BMl5BanBnXkFtZTgwNjc4MTQ5MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=J-NSyMTpkYI,YouTube,01-16-2014,2014,2015,2015
Kicking and Screaming,"Comedy, Drama, Romance","Independent Films,Romantic Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films",English,Movie,3.3,"Slovakia,Lithuania,South Africa,Russia,Switzerland,Belgium,India,Australia,Canada,Greece,Romania,Sweden,France,Hungary,Iceland,Czech Republic,Brazil,Mexico,Argentina,Singapore,Germany,United Kingdom,Portugal,Netherlands,Poland,Spain,Hong Kong,South Korea,Japan,Israel,Italy,Thailand,Turkey,United States,Colombia",1-2 hour,Noah Baumbach,"Bo Berkman, Noah Baumbach","Jonathan Baumbach, Samuel Gould, Catherine Kellner, Josh Hamilton",R,6.8,57.0,75.0,No Awards,2.0,718490.0,1995-10-06,2015-04-14,"Trimark Pictures, Sandollar Productions, Castleberg Productions",https://www.netflix.com/watch/70052286,https://www.imdb.com/title/tt0113537,"After graduating, four college roomies -- petrified by the prospect of facing real life -- reluctantly step into adulthood in this ensemble comedy.",11950.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbo7tlp3pPkdnyTGixlwQmrZOCSc-knfCFg-q2PJxEFQHLfaXTTyIII1xqHO7R9YIzHvoFC8LiCEtQfltt7ZeBgvpQ.jpg?r=def,http://ia.media-imdb.com/images/M/MV5BMjEzMjkwMzE4Nl5BMl5BanBnXkFtZTcwNzY0NzMzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=g9ul_89gqI4,YouTube,10-06-1995,1995,2015,2015
Kundo: Age of the Rampant,"Action, Drama","Dramas,Asian Action Films,International Dramas,International Movies,Korean Films,International Action & Adventure,Action & Adventure,Epics,Social Issue Dramas,Political Dramas,Period Pieces",Korean,Movie,6.9,"South Korea,Spain",> 2 hrs,Jong-bin Yoon,"Jong-bin Yoon, Cheol-Hong Jeon","Jung-woo Ha, Sung-min Lee, Cho Jin-woong, Dong-won Gang",Not Rated,6.8,82.0,56.0,9.0,11.0,280958.0,2014-07-23,2015-04-14,Showbox/Mediaplex,https://www.netflix.com/watch/80008748,https://www.imdb.com/title/tt2972482,"In an era where status and wealth are decided by birth, a band of thieves risks their lives to steal from the rich and give to the poor and oppressed.",3089.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZiXvE3J10MRr3KIwnkN6Lqch_KBTupX1dZxyeMcrLZQjk7HTIsgazoNJnl40nI_UWjr_voAnvZcR2LUsP3dzAzUEg.jpg?r=a0f,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDMwNjQ2Nl5BMl5BanBnXkFtZTgwMTQwMTUzMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=6eRQ17wv2FU,YouTube,07-23-2014,2014,2015,2015
Kon-Tiki,"Adventure, Biography, Drama, History","Dramas,Scandinavian Films,International Movies,Adventures,Dramas based on real life","Norwegian, English, French, Swedish, Spanish",Movie,3.6,United States,1-2 hour,"Joachim Rønning, Espen Sandberg",Petter Skavlan,"Gustaf Skarsgård, Tobias Santelmann, Pål Sverre Hagen, Anders Baasmo Christiansen",PG-13,7.2,81.0,62.0,12.0,14.0,1517410.0,2013-04-26,2015-04-14,"Film i Väst, Recorded Picture Company (RPC), DCM Productions, Nordisk Film",https://www.netflix.com/watch/70260989,https://www.imdb.com/title/tt1613750,"With five loyal friends in tow, explorer Thor Heyerdal sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.",46123.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfqNbEscqqfh-yLrtFh2BTnl9RQVPUr-A7NbXN7Fxvy62xqrJaffgm7mX1f5tv3VnZ4-97yZ7SPjww3bITLTnDpntQ.jpg?r=4e6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxOTU2NzQxMF5BMl5BanBnXkFtZTcwODIwODY0OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=e4DZ7svBw7I,YouTube,04-26-2013,2013,2015,2015
Kolya,"Comedy, Drama, Music","Dramas,International Dramas,International Movies,Eastern European Films,Czech Movies,Political Dramas","Czech, Russian, Slovak",Movie,4.3,Czech Republic,1-2 hour,Jan Sverák,"Pavel Taussig, Zdenek Sverák","Ondrej Vetchý, Libuse Safránková, Zdenek Sverák, Andrey Khalimon",PG-13,7.8,96.0,96.0,21.0,14.0,5770254.0,1997-01-24,2015-04-14,Miramax,https://www.netflix.com/watch/60010557,https://www.imdb.com/title/tt0116790,A financially strapped Czech concert cellist and bachelor stumbles into a chance relationship caring for a 5-year-old Russian boy.,14650.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAUE1m-2t7Q2ZkouAGzsqsEBCBNbaebmi_n6jPdUrUopwb7znWvOfd1sqd2PFzThvO53kJvaXixC3t0LBJDM9Obzw_Q.jpg?r=1b4,http://ia.media-imdb.com/images/M/MV5BMTcwNTAyMTE1Nl5BMl5BanBnXkFtZTcwMzk4NTgxMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=TJ7XTi9S_Ag,YouTube,01-24-1997,1997,2015,2015
Killing Season,"Action, Drama, Thriller","Action Thrillers,Action & Adventure","English, Serbian",Movie,1.5,Sweden,1-2 hour,Mark Steven Johnson,Evan Daugherty,"John Travolta, Milo Ventimiglia, Robert De Niro, Elizabeth Olin",R,5.4,10.0,25.0,No Awards,Not nominated,39881.0,2013-07-25,2015-04-14,"Corsan, Nu Image / Millennium Films",https://www.netflix.com/watch/70241459,https://www.imdb.com/title/tt1480295,"An American veteran of the Bosnian War finds peace of mind deep in the Appalachian wilderness, until a mysterious European tourist seeks him out.",35932.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVVs6ZYq7Vw4jTGtiev2ttQS_VyuOomIGxQTVJM4J7aiWXRjCH41fqdFaUQ40V23zrfIUeqCUtF6Ag_sUKRcFEJvVw.jpg?r=745,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ2MzA3MTk3MV5BMl5BanBnXkFtZTcwMDM5ODk2OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=_yseYEtQoJQ,YouTube,07-25-2013,2013,2015,2015
Killing Them Softly,"Crime, Drama, Thriller","Thrillers,Gangster Films,Film Noir,Crime Thrillers,Dramas,Crime Movies,Crime Dramas,Movies Based on Books,Heist Movies",English,Movie,3.3,"Czech Republic,United States,Hungary",1-2 hour,Andrew Dominik,"Andrew Dominik, George V. Higgins","Brad Pitt, Ben Mendelsohn, Scoot McNairy, James Gandolfini",R,6.2,73.0,64.0,3.0,9.0,15026056.0,2012-11-30,2015-04-14,"Plan B Entertainment, Chockstone Pictures",https://www.netflix.com/watch/70209252,https://www.imdb.com/title/tt1764234,"When a couple low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",134226.0,http://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeQua8EKILeEfl0yWw0RYNCaAgj0PElaGKRRD9LlTYTnX3FHlVlbYUCm7d3ubEGCXjZ7WwItXl8NB-I_aj6l6TuAqA.jpg?r=d32,https://images-na.ssl-images-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=UNNhfFqXBgM,YouTube,11-30-2012,2012,2015,2015
Infernal Affairs,"Action, Crime, Drama, Mystery, Thriller","Dramas,Gangster Films,Asian Action Films,International Dramas,International Movies,Action Thrillers,Chinese Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure,Crime Dramas,Crime Movies,Thriller Movies,Crime Thrillers,Hong Kong Movies,International Thrillers","Cantonese, English, Thai",Movie,4.2,"Russia,India,United Kingdom,Hong Kong,Canada,South Africa,South Korea,Israel,Greece",1-2 hour,"Andrew Lau, Alan Mak","Felix Chong, Alan Mak","Tony Chiu-Wai Leung, Andy Lau, Eric Tsang, Anthony Chau-Sang Wong",R,8.0,94.0,75.0,24.0,26.0,169659.0,2002-12-12,2015-04-14,"Basic Pictures, Media Asia Films Ltd. [hk]",https://www.netflix.com/watch/70001550,https://www.imdb.com/title/tt0338564,"A veteran cop goes undercover to expose a detective who leaks information to the criminal underworld, but the mole doesnt know whos tracking him.",118008.0,https://occ-0-138-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTcZkd2SbzKrp7XGgFGsW0-VJCzWRwjSe5x0vydhGvjo1jnjiM7F-k_BJuqklRiZTNOWemYGLJ42oBEudJ2Egg6wYQ.jpg?r=d32,https://images-na.ssl-images-amazon.com/images/M/MV5BMWJmNzNmYjctMGM5OS00NGIwLTkxOTktNGI4MTdlNTk4MjgwXkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=S4R3nHkqyfM,YouTube,12-12-2002,2002,2015,2015
Just Another Love Story,"Crime, Drama, Thriller","Dramas,Scandinavian Films,International Dramas,International Movies,Danish Movies",Danish,Movie,6.3,United States,1-2 hour,Ole Bornedal,Ole Bornedal,"Nikolaj Lie Kaas, Rebecka Hemse, Anders W. Berthelsen, Charlotte Fich",Not Rated,7.2,74.0,69.0,5.0,9.0,45835.0,2007-08-24,2015-04-14,Thura Film A/S,https://www.netflix.com/watch/70084180,https://www.imdb.com/title/tt1024942,"When he causes a car accident that leaves a young woman with amnesia, a man finds himself telling incredible lies to make her and her family happy.",4647.0,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQw3Fkn6AEKbpbEobqWsRXCD8KtDdPpCqk69l6ebkG4ScN31EWOuCM3PhWfHZPwY-2c1bpnaOw9tvCRyMR48BSvdMA.jpg?r=8bd,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NDcwNjY1M15BMl5BanBnXkFtZTcwMzgxNzkzMg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=yqGUOcomEb0,YouTube,08-24-2007,2007,2015,2015
Young and Beautiful,"Drama, Romance","Independent Dramas,Dramas,Independent Films,International Dramas,International Movies,French Films,Steamy Dramas","French, German",Movie,3.4,"Japan,Brazil,Italy",1-2 hour,François Ozon,François Ozon,"Géraldine Pailhas, Marine Vacth, Fantin Ravat, Frédéric Pierrot",Not Rated,6.7,73.0,63.0,3.0,7.0,61067.0,2014-04-25,2015-04-14,Mandarin Films,https://www.netflix.com/watch/70275599,https://www.imdb.com/title/tt2752200,"Told in four seasons with four songs, this film portrays the coming of age of a French teenager, from her sexual awakening to exploring her identity.",32546.0,https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVhRxuParhNgaXY3weirfwfr0h7lOU1XAnWu5_sLOU2vbUioaiyEeyg9GOEnX3apsT1-KB_pFMwduUnbc21FPyzYSA.jpg?r=a42,https://images-na.ssl-images-amazon.com/images/M/MV5BNzE5MzA4ODY1OV5BMl5BanBnXkFtZTgwOTMzMTczMTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=IzSJ5mijWyA,YouTube,04-25-2014,2014,2015,2015
Ju-on: The Grudge,Horror,"Japanese Films,Horror Films,International Movies,Supernatural Horror Films,Cult Horror Films,Cult Films",Japanese,Movie,2.9,Japan,1-2 hour,Takashi Shimizu,Takashi Shimizu,"Misa Uehara, Megumi Okina, Yui Ichikawa, Misaki Itô",R,6.7,62.0,48.0,1.0,1.0,325680.0,2003-01-25,2015-04-14,Oz Company Ltd.,https://www.netflix.com/watch/70001562,https://www.imdb.com/title/tt0364385,"A nurse learns that the house shes visiting is cursed by two murders that happened there, and the vengeful spirits will kill anyone who enters.",41348.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVFEJO7NIu4OvchdztobAJ92Z3m7HYTsM1Bwf-LpXm5mR0L2GBYVnYzpgeHoppuvdXRho07w8P8mSFj-O9_w6Gvvmg.jpg?r=d3e,https://images-na.ssl-images-amazon.com/images/M/MV5BYjNjMWNhZjctYmQzYS00M2ZmLWEzZTktZTJjZDI0NmM0MmMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=PytX70Q8fW0,YouTube,01-25-2003,2003,2015,2015
Jobs,"Biography, Drama","Dramas,20th Century Period Pieces,Biographical Dramas,Dramas based on real life,Movies Based on Real Life,US Movies",English,Movie,2.2,"Hong Kong,Japan,South Africa,Germany,India",> 2 hrs,Joshua Michael Stern,Matt Whiteley,"Lukas Haas, Dermot Mulroney, Ashton Kutcher, Josh Gad",PG-13,5.9,28.0,44.0,No Awards,2.0,16131410.0,2013-08-16,2015-04-14,The Five Star Institute,https://www.netflix.com/watch/70267266,https://www.imdb.com/title/tt2357129,Ashton Kutcher delivers a tour de force performance as Apple founder Steve Jobs in this biopic that spans three decades of the entrepreneurs life.,93802.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSCHvlwaYJ_aew8rmqzSEvsA4TEEekHwvDW2qiZYQ-b6Zzck5GJaf00T9PBv00L64K_O8GjRePefVNsZGUj5lTonrA.jpg?r=5c5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NTQ3MTYxN15BMl5BanBnXkFtZTcwODE2Nzk3OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=SH1jKZwcS9Y,YouTube,08-16-2013,2013,2015,2015
Jack Ryan: Shadow Recruit,"Action, Drama, Thriller","Action Thrillers,Spy Action & Adventure,Action & Adventure,Blockbuster Action & Adventure,Action Movies,US Movies","English, Russian",Movie,2.9,"South Korea,France,Hong Kong,Iceland,South Africa,Hungary,Belgium,Brazil,Netherlands,Spain,Germany,Portugal,Czech Republic,Poland,Argentina,Sweden,Turkey,India,Mexico,Slovakia,Colombia,Romania,Greece",1-2 hour,Kenneth Branagh,"Adam Cozad, Tom Clancy, David Koepp","Chris Pine, Kenneth Branagh, Kevin Costner, Keira Knightley",PG-13,6.2,54.0,57.0,No Awards,3.0,50577412.0,2014-01-17,2015-04-14,"Lorenzo di Bonaventura, Mace Neufeld Productions",https://www.netflix.com/watch/70284278,https://www.imdb.com/title/tt1205537,"While working undercover on Wall Street, CIA analyst Jack Ryan uncovers a terrorist plot to bring down the American economy.",123356.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVrSymxXsm2tCW0kftIF0Y-Uhan87WXEa9uWeKOTBf5HYFm2wMhGEzkGmJhgE5gfZt1lsLUcQ8LgIdpdcB7-tEGS-Q.jpg?r=fea,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MDkxNzYwNl5BMl5BanBnXkFtZTgwOTM2MjE5MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=S8EaxDvZt4w,YouTube,01-17-2014,2014,2015,2015
